Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,PerformanceScore_enc
1863,2019-11-04,Production Technician I,BPC,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,18-09-1987,MA,Female,Other,Single,Exceeds,3,2023-07-04,5,2,2,2023-06-21,Communication Skills,Internal,Passed,3,559.52,32,5
1864,2023-06-03,Production Technician I,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,26-05-1972,MA,Female,Hispanic,Married,Exceeds,3,2022-12-10,3,2,1,2022-08-06,Project Management,Internal,Completed,4,850.57,51,5
1865,2021-02-14,Production Technician I,SVG,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,24-05-1969,MA,Female,Asian,Single,Exceeds,3,2023-01-12,1,3,4,2022-11-13,Project Management,Internal,Completed,3,802.75,52,5
1866,2023-02-28,Production Technician I,EW,Active,Contract,Zone A,Temporary,Production       ,Field Operations,22-05-1980,MA,Male,Asian,Divorced,Exceeds,3,2022-10-12,3,5,2,2023-04-22,Customer Service,External,Completed,3,587.63,43,5
1867,2021-01-09,Production Technician I,MSC,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,01-11-1942,MA,Male,Asian,Divorced,Needs Improvement,3,2023-05-08,1,5,2,2023-05-04,Project Management,External,Passed,3,114.45,79,2
1868,2022-03-22,Production Technician I,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,28-11-2000,MA,Male,Black,Single,Needs Improvement,3,2023-02-26,5,3,3,2023-03-27,Leadership Development,Internal,Completed,4,599.79,22,2
1869,2019-11-11,Production Technician I,PYZ,Active,Part-Time,Zone C,Temporary,Production       ,Catv,25-01-1982,MA,Female,Asian,Married,Exceeds,3,2022-08-31,1,2,3,2022-12-23,Customer Service,Internal,Failed,3,280.46,37,5
1870,2022-10-04,Production Technician I,WBL,Active,Contract,Zone B,Full-Time,Production       ,Engineers,31-03-1992,MA,Female,Hispanic,Married,Fully Meets,3,2022-09-13,2,5,3,2022-12-25,Communication Skills,External,Incomplete,3,969.98,30,4
1871,2021-08-23,Production Technician I,NEL,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,09-08-1996,MA,Female,White,Widowed,Fully Meets,3,2022-12-12,1,4,3,2023-07-03,Customer Service,Internal,Failed,4,643.07,25,4
1872,2022-12-05,Production Technician I,PL,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,21-12-1972,MA,Female,Hispanic,Married,Fully Meets,3,2023-04-17,1,2,5,2023-07-04,Leadership Development,Internal,Incomplete,4,299.55,50,4
1873,2019-07-20,Production Technician II,BPC,Active,Contract,Zone C,Temporary,Production       ,Engineers,23-01-1960,MA,Female,Black,Married,Fully Meets,3,2022-08-14,5,2,3,2023-03-02,Technical Skills,External,Incomplete,3,373.67,59,4
1874,2021-11-05,Production Technician II,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,Technology / It,08-12-1960,MA,Male,Asian,Widowed,Fully Meets,3,2023-05-04,2,4,4,2022-12-25,Leadership Development,Internal,Passed,1,902.01,61,4
1875,2021-01-04,Production Technician II,EW,Terminated,Full-Time,Zone C,Full-Time,Production       ,General - Con,01-08-1953,MA,Male,Other,Single,Fully Meets,3,2023-08-05,3,1,4,2023-03-19,Project Management,Internal,Failed,1,105.61,68,4
1877,2021-10-30,Production Technician II,NEL,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,17-05-1961,MA,Male,Asian,Married,Fully Meets,3,2022-09-08,2,3,2,2023-05-01,Technical Skills,External,Passed,1,845.17,60,4
1878,2022-10-02,Production Technician I,WBL,Active,Part-Time,Zone B,Part-Time,Production       ,Splicing,17-06-2001,MA,Female,White,Single,Fully Meets,3,2023-01-13,5,3,3,2023-05-25,Technical Skills,External,Passed,5,932.44,21,4
1879,2018-11-25,Production Technician I,BPC,Terminated,Part-Time,Zone B,Temporary,Production       ,Engineers,30-10-1965,MA,Female,Black,Single,Fully Meets,3,2023-08-05,2,3,4,2023-04-29,Leadership Development,Internal,Passed,2,227.51,53,4
1880,2021-07-09,Production Technician I,CCDR,Terminated,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,07-01-1966,MA,Female,Black,Widowed,Fully Meets,3,2023-04-13,5,1,2,2022-08-10,Customer Service,Internal,Incomplete,5,785.05,55,4
1881,2019-05-01,Production Technician I,EW,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,14-10-2000,MA,Male,Asian,Single,Fully Meets,3,2022-09-18,3,5,3,2023-06-30,Communication Skills,External,Passed,4,584.92,19,4
1882,2021-11-09,Production Technician I,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,Fielders,06-02-1945,MA,Female,Asian,Divorced,Fully Meets,3,2023-07-07,1,4,2,2023-04-11,Leadership Development,Internal,Incomplete,5,206.16,76,4
1883,2018-08-27,Production Technician I,NEL,Active,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,03-07-1967,MA,Female,Black,Single,Fully Meets,3,2022-10-09,3,4,2,2023-05-19,Customer Service,Internal,Failed,1,483.43,51,4
1884,2019-03-16,Production Technician I,PL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Eng,24-07-2000,MA,Female,Other,Married,Fully Meets,3,2023-04-14,1,3,3,2022-09-09,Project Management,External,Incomplete,2,889.87,19,4
1885,2022-01-07,Production Technician I,PYZ,Active,Contract,Zone B,Full-Time,Production       ,General - Con,23-05-1984,MA,Male,Other,Married,Fully Meets,3,2022-09-14,1,2,4,2023-02-15,Customer Service,Internal,Incomplete,3,503.04,38,4
1886,2022-10-04,Production Technician I,SVG,Active,Contract,Zone A,Temporary,Production       ,Executive,06-12-1984,MA,Male,White,Single,Fully Meets,3,2023-01-18,3,2,5,2023-06-10,Customer Service,External,Completed,1,349.8,38,4
1887,2022-03-23,Production Technician I,TNS,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,13-09-1997,MA,Male,White,Divorced,Fully Meets,3,2023-05-07,2,3,3,2022-12-23,Customer Service,External,Passed,4,547.76,25,4
1888,2020-05-05,Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,26-12-1947,MA,Female,White,Married,Fully Meets,3,2023-07-23,1,5,1,2022-12-23,Technical Skills,External,Completed,2,961.68,73,4
1889,2020-11-23,Production Technician I,PYZ,Active,Contract,Zone B,Temporary,Production       ,General - Con,14-02-1957,MA,Female,Other,Divorced,Fully Meets,3,2022-10-06,5,4,4,2023-02-09,Leadership Development,Internal,Incomplete,1,993.76,63,4
1890,2022-03-28,Production Technician I,WBL,Active,Contract,Zone B,Full-Time,Production       ,Splicing,24-05-1968,MA,Female,White,Widowed,Fully Meets,3,2023-05-12,1,3,2,2022-10-25,Communication Skills,Internal,Failed,2,998.32,54,4
1891,2020-03-25,Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Aerial,24-06-1946,MA,Female,Hispanic,Married,Fully Meets,3,2022-12-22,2,5,2,2023-07-13,Leadership Development,External,Incomplete,1,961.55,74,4
1892,2018-08-07,Production Technician II,TNS,Active,Contract,Zone A,Temporary,Production       ,Aerial,30-05-1986,MA,Female,Asian,Single,Fully Meets,3,2023-01-11,3,3,3,2023-02-09,Technical Skills,External,Incomplete,3,192.73,32,4
1893,2020-02-11,Production Technician II,BPC,Active,Contract,Zone A,Full-Time,Production       ,General - Con,28-01-1976,MA,Male,White,Divorced,Fully Meets,3,2023-06-08,2,3,4,2022-09-28,Leadership Development,Internal,Completed,1,604.53,44,4
1894,2023-01-01,Production Technician II,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,23-05-1959,MA,Male,Other,Single,Fully Meets,3,2023-06-01,3,1,5,2023-05-29,Technical Skills,External,Failed,2,144.39,64,4
1895,2022-12-07,Production Technician II,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Wireline Construction,25-01-1989,MA,Female,White,Married,Fully Meets,3,2022-10-18,4,5,2,2022-09-12,Technical Skills,External,Completed,5,517.92,33,4
1896,2023-03-13,Production Technician II,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,Engineers,18-11-1951,MA,Female,Hispanic,Married,Fully Meets,3,2023-01-17,1,1,3,2023-02-22,Customer Service,External,Completed,4,537.71,72,4
1897,2021-11-14,Production Technician II,NEL,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,20-07-1948,MA,Male,Asian,Divorced,Fully Meets,3,2022-09-05,2,4,5,2023-03-16,Communication Skills,External,Completed,2,491.71,73,4
1898,2019-06-05,Production Technician I,MSC,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,14-01-1997,MA,Female,White,Single,Fully Meets,3,2023-07-18,4,5,5,2023-07-10,Project Management,Internal,Completed,3,673.38,22,4
1899,2020-12-12,Production Technician I,TNS,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,06-09-1982,MA,Female,Asian,Married,Fully Meets,3,2023-06-28,2,4,5,2023-01-29,Leadership Development,Internal,Incomplete,2,724.87,38,4
1900,2020-04-06,Production Technician I,PYZ,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,22-03-1960,MA,Female,Hispanic,Widowed,Fully Meets,3,2023-07-02,2,2,5,2023-04-27,Communication Skills,Internal,Passed,4,140.83,60,4
1901,2023-01-30,Production Technician I,WBL,Active,Full-Time,Zone B,Full-Time,Production       ,Engineers,09-08-1959,MA,Female,White,Divorced,Fully Meets,3,2023-06-22,4,1,5,2022-09-22,Project Management,External,Passed,1,113.47,64,4
1902,2020-09-08,Production Technician I,NEL,Active,Full-Time,Zone A,Temporary,Production       ,Engineers,11-02-1952,MA,Male,Other,Divorced,Fully Meets,3,2023-07-27,2,5,3,2023-02-24,Customer Service,External,Incomplete,1,604.93,68,4
1903,2020-12-14,Production Technician I,PL,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,11-04-1960,MA,Female,Black,Divorced,Fully Meets,3,2022-12-17,5,5,2,2023-05-27,Project Management,External,Completed,4,699.97,60,4
1904,2022-11-07,Production Technician I,BPC,Active,Contract,Zone C,Part-Time,Production       ,General - Con,11-10-1982,MA,Female,Asian,Widowed,Fully Meets,3,2022-12-09,5,1,4,2022-10-20,Leadership Development,Internal,Failed,1,576.1,40,4
1905,2022-04-06,Production Technician I,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Wireline Construction,10-03-1972,MA,Female,Asian,Married,Fully Meets,3,2023-04-15,5,2,1,2022-11-24,Leadership Development,Internal,Passed,2,958.46,50,4
1906,2021-02-22,Production Technician I,SVG,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,03-08-1947,MA,Male,Hispanic,Widowed,Fully Meets,3,2022-12-28,1,4,5,2023-03-05,Project Management,External,Passed,5,228.41,74,4
1907,2022-05-16,Production Technician I,EW,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,04-11-1988,MA,Male,Asian,Widowed,Fully Meets,3,2023-01-18,2,4,5,2022-11-10,Technical Skills,Internal,Completed,2,203.44,34,4
1908,2020-01-18,Production Technician I,MSC,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,19-05-1942,MA,Female,White,Widowed,Fully Meets,3,2023-01-26,4,2,5,2023-07-21,Project Management,External,Incomplete,2,359.08,78,4
1909,2021-10-21,Production Technician I,TNS,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,15-10-1961,MA,Female,White,Widowed,Fully Meets,3,2022-11-23,3,5,2,2023-03-15,Technical Skills,Internal,Passed,3,653.23,60,4
1910,2019-01-05,Production Technician I,PYZ,Active,Full-Time,Zone C,Full-Time,Production       ,General - Eng,07-11-1942,MA,Female,Hispanic,Divorced,Fully Meets,3,2022-11-05,1,4,1,2022-10-12,Customer Service,Internal,Passed,5,614.4,77,4
1911,2021-01-24,Production Technician I,WBL,Terminated,Part-Time,Zone B,Temporary,Production       ,Wireline Construction,12-06-1991,MA,Female,White,Divorced,Fully Meets,3,2023-04-08,3,4,3,2022-11-12,Communication Skills,External,Passed,5,333.08,30,4
1912,2020-03-06,Production Technician II,TNS,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,16-10-1987,MA,Female,Asian,Married,Fully Meets,3,2023-04-02,2,5,1,2023-03-26,Leadership Development,External,Completed,1,718.38,33,4
1913,2022-11-19,Production Technician II,PYZ,Terminated,Full-Time,Zone B,Full-Time,Production       ,General - Con,26-07-1972,MA,Male,White,Married,Fully Meets,3,2023-01-21,5,4,2,2023-02-02,Project Management,External,Failed,3,195.29,50,4
1914,2019-03-15,Production Technician II,WBL,Terminated,Part-Time,Zone B,Full-Time,Production       ,Engineers,04-04-1981,MA,Female,Other,Married,Fully Meets,3,2023-02-23,4,4,5,2023-01-11,Leadership Development,External,Passed,2,113.43,38,4
1917,2019-05-29,Production Technician I,EW,Active,Contract,Zone B,Full-Time,Production       ,General - Eng,03-11-1960,MA,Female,Black,Single,Fully Meets,3,2022-10-31,5,2,3,2023-01-24,Customer Service,Internal,Incomplete,3,419.83,59,4
1918,2023-01-09,Production Technician I,MSC,Active,Contract,Zone B,Temporary,Production       ,Field Operations,12-09-1990,MA,Female,Black,Single,Fully Meets,3,2022-10-01,3,5,5,2023-08-03,Communication Skills,Internal,Incomplete,2,226.7,33,4
1919,2022-05-01,Production Technician I,TNS,Terminated,Contract,Zone A,Full-Time,Production       ,Shop (Fleet),15-08-1990,MA,Female,Other,Widowed,Fully Meets,3,2023-05-22,2,3,3,2023-06-18,Leadership Development,External,Failed,1,583.76,32,4
1920,2021-01-26,Production Technician I,PYZ,Terminated,Full-Time,Zone B,Full-Time,Production       ,Field Operations,03-08-1948,MA,Female,Hispanic,Widowed,Fully Meets,3,2022-09-23,2,5,3,2023-04-04,Customer Service,Internal,Failed,3,646.65,73,4
1921,2021-09-06,Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Production       ,Engineers,27-07-1994,MA,Male,Other,Married,Fully Meets,3,2023-02-01,3,2,5,2023-05-28,Technical Skills,External,Incomplete,2,813.17,27,4
1922,2020-07-29,Production Technician I,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,11-02-1958,MA,Male,Asian,Divorced,Fully Meets,3,2023-04-29,1,1,3,2022-11-14,Technical Skills,External,Passed,3,636.38,62,4
1923,2023-03-31,Production Technician I,PL,Active,Full-Time,Zone B,Full-Time,Production       ,People Services,05-11-1966,MA,Female,Other,Widowed,Fully Meets,3,2023-07-29,3,4,4,2022-11-17,Project Management,External,Failed,3,868.74,57,4
1924,2023-05-16,Production Technician I,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,29-11-1994,MA,Female,Hispanic,Married,Fully Meets,3,2022-09-05,3,5,1,2023-07-14,Customer Service,External,Failed,4,250.41,29,4
1925,2023-04-29,Production Technician I,CCDR,Active,Contract,Zone B,Full-Time,Production       ,Splicing,13-02-1980,MA,Male,Other,Divorced,Fully Meets,3,2023-04-21,1,5,3,2023-05-12,Communication Skills,Internal,Completed,3,882.06,43,4
1926,2019-11-27,Production Technician I,SVG,Active,Contract,Zone A,Temporary,Production       ,Field Operations,02-01-2000,MA,Male,Black,Single,Fully Meets,3,2022-08-20,3,4,2,2023-06-30,Leadership Development,Internal,Passed,1,350.88,19,4
1927,2022-11-03,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,06-04-1976,MA,Male,Hispanic,Married,Fully Meets,3,2022-12-13,3,2,1,2023-02-23,Leadership Development,External,Completed,5,571.81,46,4
1928,2022-08-08,Production Technician I,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,17-03-1983,MA,Female,Hispanic,Widowed,Fully Meets,3,2022-08-24,4,5,5,2023-02-23,Communication Skills,Internal,Failed,3,900.89,39,4
1929,2023-07-27,Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,03-03-1988,MA,Female,Asian,Widowed,Fully Meets,3,2022-12-09,4,1,3,2023-08-04,Customer Service,Internal,Failed,3,312.56,35,4
1930,2023-07-15,Production Technician I,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,26-08-1986,MA,Female,Asian,Single,Fully Meets,3,2022-12-27,3,3,4,2023-06-30,Project Management,External,Incomplete,5,533.56,37,4
1931,2022-11-09,Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Fielders,22-12-1999,MA,Female,White,Single,Fully Meets,3,2023-04-16,2,3,4,2023-05-14,Leadership Development,Internal,Failed,5,381.36,23,4
1932,2019-12-24,Sales Manager,BPC,Active,Full-Time,Zone A,Temporary,Sales,General - Sga,16-08-1977,MA,Male,Other,Widowed,Fully Meets,3,2023-01-17,5,5,2,2023-03-19,Customer Service,Internal,Failed,2,754.08,42,4
1933,2019-03-08,Sales Manager,NEL,Active,Contract,Zone C,Part-Time,Sales,Aerial,01-11-1989,VT,Female,Black,Widowed,Fully Meets,3,2023-05-24,2,4,5,2022-10-17,Customer Service,Internal,Incomplete,5,837.19,30,4
1934,2019-06-25,Sales Manager,WBL,Terminated,Contract,Zone B,Full-Time,Sales,General - Eng,29-09-1991,PA,Female,Other,Widowed,Fully Meets,3,2022-08-25,2,5,2,2023-05-08,Leadership Development,External,Incomplete,2,993.7,28,4
1935,2019-01-03,Production Technician II,TNS,Active,Part-Time,Zone A,Temporary,Sales,Yard (Material Handling),01-12-1974,MA,Male,Hispanic,Divorced,Fully Meets,3,2023-04-20,5,1,4,2022-09-16,Customer Service,Internal,Completed,2,505.4,45,4
1936,2023-02-02,Production Technician II,BPC,Active,Full-Time,Zone B,Part-Time,Sales,Field Operations,26-05-1991,PA,Female,Hispanic,Widowed,Fully Meets,3,2022-10-11,3,3,5,2022-08-21,Leadership Development,External,Failed,5,567.55,32,4
1937,2022-03-30,Production Technician II,CCDR,Terminated,Full-Time,Zone A,Temporary,Sales,Engineers,25-03-1957,PA,Female,Asian,Single,Fully Meets,3,2022-08-11,4,5,4,2023-05-08,Leadership Development,External,Completed,4,774.74,65,4
1938,2020-03-23,Production Technician II,TNS,Active,Part-Time,Zone A,Full-Time,Sales,Splicing,18-03-1957,MA,Female,Other,Single,Fully Meets,3,2022-09-15,1,4,3,2022-08-24,Communication Skills,External,Passed,5,316.61,63,4
1939,2019-06-06,Production Technician II,PYZ,Active,Contract,Zone C,Temporary,Sales,Field Operations,05-03-1942,PA,Female,Asian,Married,Fully Meets,3,2023-06-13,4,5,3,2022-10-27,Communication Skills,External,Completed,3,531.73,77,4
1940,2023-05-28,Production Technician II,TNS,Active,Contract,Zone A,Temporary,Sales,Engineers,07-08-1942,MA,Female,Asian,Widowed,Fully Meets,3,2022-08-20,3,4,5,2023-01-16,Communication Skills,External,Failed,2,342.26,81,4
1941,2021-02-03,Production Technician II,PYZ,Active,Contract,Zone A,Part-Time,Sales,Engineers,06-10-1941,PA,Female,Hispanic,Widowed,Fully Meets,3,2022-09-16,3,5,4,2023-02-04,Leadership Development,External,Failed,3,158.79,80,4
1942,2019-07-30,Production Technician II,TNS,Terminated,Part-Time,Zone A,Part-Time,Sales,Wireline Construction,11-02-1964,MA,Female,Other,Widowed,Fully Meets,3,2022-11-08,2,4,2,2023-04-15,Customer Service,Internal,Completed,3,250.51,55,4
1943,2022-05-08,Production Technician II,PYZ,Terminated,Contract,Zone A,Part-Time,Sales,Shop (Fleet),23-03-1956,PA,Female,White,Widowed,Fully Meets,3,2022-09-22,5,5,4,2023-05-13,Technical Skills,Internal,Passed,3,453.4,66,4
1944,2020-05-12,Production Technician II,TNS,Active,Part-Time,Zone A,Full-Time,Sales,Field Operations,20-08-1963,PA,Female,Asian,Married,Fully Meets,3,2022-12-12,1,4,1,2022-10-26,Technical Skills,External,Completed,5,742.31,57,4
1945,2019-03-28,Sales Manager,TNS,Terminated,Full-Time,Zone A,Temporary,Sales,Engineers,17-02-1977,MA,Female,White,Married,Fully Meets,3,2023-02-10,1,3,4,2023-01-12,Customer Service,External,Passed,5,341.94,42,4
1946,2019-07-22,Production Technician II,WBL,Active,Full-Time,Zone A,Full-Time,Sales,Aerial,22-07-1956,PA,Female,Other,Widowed,Fully Meets,3,2023-01-05,3,5,1,2022-08-30,Customer Service,Internal,Completed,1,967.18,63,4
1947,2020-09-17,Sales Manager,MSC,Active,Part-Time,Zone C,Temporary,Sales,General - Sga,21-07-1982,PA,Female,White,Single,Fully Meets,3,2023-06-28,1,3,3,2022-11-14,Communication Skills,External,Failed,3,147.4,38,4
1948,2022-07-02,Production Technician II,TNS,Terminated,Part-Time,Zone B,Temporary,Sales,Splicing,08-12-1963,PA,Female,Black,Married,Fully Meets,3,2023-03-16,2,1,5,2023-05-23,Project Management,External,Failed,4,884.26,59,4
1949,2019-11-30,Sales Manager,MSC,Active,Contract,Zone A,Part-Time,Sales,Field Operations,04-04-1950,PA,Female,Hispanic,Divorced,Fully Meets,3,2022-09-07,5,3,4,2023-04-28,Customer Service,Internal,Incomplete,5,592.96,69,4
1950,2023-07-21,Production Technician II,TNS,Terminated,Contract,Zone C,Temporary,Production       ,Splicing,24-03-1958,PA,Female,Asian,Married,Fully Meets,3,2022-09-17,3,2,1,2023-02-21,Project Management,External,Passed,2,801.28,65,4
1951,2020-08-26,Sales Manager,SVG,Terminated,Full-Time,Zone A,Temporary,Sales,Aerial,09-10-1960,MA,Female,Asian,Married,Fully Meets,3,2023-04-20,4,1,3,2023-04-29,Leadership Development,Internal,Incomplete,2,717.95,60,4
1952,2020-05-16,Sales Manager,TNS,Active,Full-Time,Zone A,Full-Time,Sales,Underground,31-07-1989,PA,Female,Other,Divorced,Fully Meets,3,2023-06-09,2,5,2,2023-03-05,Leadership Development,Internal,Passed,1,846.22,31,4
1953,2023-04-06,Production Technician I,PL,Active,Full-Time,Zone B,Full-Time,Production       ,Finance & Accounting,20-02-1976,MA,Female,Asian,Divorced,Fully Meets,3,2023-04-07,4,5,4,2022-08-13,Leadership Development,External,Passed,4,275.62,47,4
1954,2019-02-18,Production Technician II,SVG,Terminated,Part-Time,Zone C,Temporary,Production       ,Finance & Accounting,22-07-1968,MA,Female,Other,Divorced,Fully Meets,3,2023-03-16,1,1,5,2022-08-14,Customer Service,External,Passed,5,837.05,51,4
1955,2020-10-10,Production Technician I,MSC,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,04-04-1998,MA,Male,White,Married,Fully Meets,3,2022-08-27,2,3,4,2023-07-22,Leadership Development,Internal,Incomplete,3,202.35,22,4
1956,2021-05-15,Production Technician I,PL,Active,Part-Time,Zone A,Full-Time,Production       ,Billable Consultants,18-12-1958,MA,Female,Black,Married,Fully Meets,3,2023-01-23,1,5,4,2023-06-05,Communication Skills,External,Passed,4,590.97,63,4
1957,2019-05-13,Production Technician I,TNS,Terminated,Part-Time,Zone C,Full-Time,Production       ,Field Operations,15-02-1975,MA,Female,Asian,Widowed,Fully Meets,3,2023-03-17,5,2,2,2023-04-14,Customer Service,External,Failed,5,744.55,44,4
1958,2019-07-04,Production Technician I,PYZ,Active,Contract,Zone B,Full-Time,Production       ,Sales & Marketing,18-10-1990,MA,Female,Other,Married,Fully Meets,3,2022-10-05,4,2,5,2023-05-23,Communication Skills,Internal,Incomplete,2,141.91,29,4
1959,2022-04-01,Production Technician I,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Project Management - Con,02-08-1989,MA,Female,Asian,Married,Fully Meets,3,2023-01-04,5,3,4,2022-09-13,Project Management,External,Completed,2,883.34,33,4
1960,2018-11-03,Production Technician I,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,Aerial,26-05-1948,MA,Male,White,Divorced,Fully Meets,3,2023-01-06,3,4,1,2023-04-28,Leadership Development,Internal,Passed,4,176.82,70,4
1961,2018-10-11,Production Technician I,TNS,Terminated,Part-Time,Zone A,Full-Time,Production       ,General - Eng,17-07-1945,MA,Female,Black,Married,Fully Meets,3,2022-12-21,2,3,1,2023-04-25,Customer Service,External,Failed,1,767.22,73,4
1962,2023-06-25,Production Technician II,CCDR,Active,Contract,Zone C,Part-Time,Production       ,General - Con,18-02-1951,MA,Female,Other,Divorced,Fully Meets,3,2022-09-05,2,4,1,2022-10-02,Leadership Development,External,Completed,5,555.6,72,4
1963,2020-09-14,Production Technician I,CCDR,Terminated,Contract,Zone B,Full-Time,Production       ,General - Con,08-05-1972,MA,Female,Other,Married,Fully Meets,3,2022-08-23,2,5,3,2023-06-13,Technical Skills,Internal,Incomplete,2,316.03,48,4
1964,2022-12-20,Production Technician I,EW,Terminated,Part-Time,Zone B,Part-Time,Production       ,Executive,27-03-1969,MA,Female,Other,Married,Fully Meets,3,2022-11-21,5,5,5,2023-05-22,Customer Service,Internal,Failed,1,540.96,53,4
1965,2022-02-23,Production Technician II,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,General - Con,31-07-1949,MA,Female,White,Widowed,Fully Meets,3,2023-02-15,3,1,1,2022-10-16,Leadership Development,External,Failed,3,444.23,73,4
1966,2019-05-31,Production Technician II,TNS,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,04-03-1971,MA,Female,Other,Widowed,Fully Meets,3,2022-10-29,4,3,2,2023-05-19,Communication Skills,Internal,Failed,5,497.54,48,4
1967,2019-01-29,Production Technician I,PL,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,11-12-1994,MA,Female,Other,Single,Fully Meets,3,2023-02-26,4,2,4,2023-07-23,Customer Service,Internal,Incomplete,4,300.95,25,4
1968,2019-09-01,Production Technician I,NEL,Active,Full-Time,Zone B,Temporary,Production       ,General - Con,29-06-1955,MA,Female,Asian,Widowed,Fully Meets,3,2022-12-27,1,4,2,2022-11-25,Customer Service,Internal,Incomplete,2,283.06,64,4
1970,2022-04-21,Production Technician I,PYZ,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,17-04-1952,MA,Female,Other,Single,Fully Meets,3,2023-03-06,5,4,4,2023-03-27,Leadership Development,External,Failed,1,398.23,70,4
1971,2018-09-15,Production Technician II,MSC,Terminated,Part-Time,Zone C,Full-Time,Production       ,General - Con,10-02-1994,MA,Female,Other,Divorced,Fully Meets,3,2023-05-27,3,2,1,2022-12-20,Leadership Development,External,Incomplete,1,331.8,24,4
1972,2021-12-04,Production Technician II,EW,Active,Contract,Zone A,Temporary,Production       ,Field Operations,23-01-1996,MA,Male,Asian,Single,Fully Meets,3,2023-03-15,2,2,3,2023-04-26,Leadership Development,External,Incomplete,4,349.48,25,4
1973,2019-11-14,Production Technician II,BPC,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,10-10-1991,MA,Female,Black,Married,Fully Meets,3,2022-08-30,4,2,3,2023-04-01,Communication Skills,External,Failed,1,596.48,28,4
1974,2021-04-14,Production Technician I,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Aerial,29-12-1968,MA,Female,White,Widowed,Fully Meets,3,2023-01-17,4,1,3,2022-10-08,Project Management,Internal,Incomplete,2,677.45,53,4
1975,2019-04-14,Production Technician I,SVG,Active,Contract,Zone A,Temporary,Production       ,Project Management - Con,31-10-1941,MA,Female,Other,Divorced,Fully Meets,3,2023-03-24,4,4,3,2023-03-12,Customer Service,Internal,Failed,5,664.61,78,4
1976,2021-01-09,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Production       ,Finance & Accounting,16-02-1945,MA,Female,White,Single,Fully Meets,3,2023-04-25,1,5,1,2022-11-16,Communication Skills,External,Completed,5,405.13,76,4
